Degree,N,Solve Time,Objective Value,Integral of Square Error
5,9,0.021258354187012,1.526182240574532,0.066750932291401
5,10,0.027942895889282,1.685130897334685,0.066704402165864
5,11,0.029484987258911,1.832053188821537,0.065065862223161
5,12,0.053926706314087,1.961349620973516,0.063290683604337
5,13,0.047709465026855,2.083879984164116,0.062884323225029
5,14,0.074266672134399,2.202185308538412,0.062716528946428
5,15,0.094380855560303,2.316083172052011,0.062397942717121
5,16,0.080364942550659,2.423213598976804,0.061797040066758
5,17,0.081232070922852,2.525140312447926,0.061493219393283
5,18,0.082509517669678,2.623815436802502,0.061387979480169
5,19,0.176045179367065,2.719952806079035,0.061284350374803
5,20,0.154700756072998,2.812269664682903,0.061007535814049
5,21,0.172717094421387,2.901260100570822,0.060806438826822
5,22,0.183611869812012,2.987752312659926,0.060731157960550
5,23,0.178088903427124,3.072147177585077,0.060657657669349
5,24,0.198785781860352,3.154481848761578,0.060566181978406
5,25,0.229542493820190,3.234623851756826,0.060463920108163
5,26,0.273230075836182,3.313001396977082,0.060414917624156
5,27,0.288074731826782,3.390444571827250,0.060409147669892
5,28,0.331464290618896,3.466810550212480,0.060383744765000
5,29,0.457022905349731,3.541977050356052,0.060343986648865
5,30,0.411945104598999,3.615739272101524,0.060275684419294
5,31,0.413256168365478,3.688535399404653,0.060269849135500
5,32,0.489951133728027,3.760809591237746,0.060266983921686
5,33,0.505579471588135,3.832444382536390,0.060260999359129
5,34,0.579621553421020,3.903332447972212,0.060236479601551
5,35,0.583678960800171,3.973393096825467,0.060208572948228
5,36,0.650338172912598,4.042864177316974,0.060206058244845
5,37,0.731491088867188,4.112001809181558,0.060206222325476
5,38,0.817909717559814,4.180702280088386,0.060201047232985
5,39,0.871042013168335,4.248891815105682,0.060186123894868
5,40,0.833354949951172,4.316506972057069,0.060170100269966
5,41,1.048367977142334,4.383808076931940,0.060173007994586
